"","Age","Location","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","Brand"
"4403",11,"Chennai",107000,"Petrol","Manual","Second",16.95,1498,97.7,5,2.9,"Nissan"
"4404",16,"Chennai",86000,"Petrol","Manual","Second",14.53,1798,138.1,5,3.5,"Toyota"
"4405",15,"Chennai",160000,"Diesel","Manual","Second",18.1,1493,110,5,3.5,"Hyundai"
"4406",5,"Jaipur",3000,"Petrol","Manual","First",24.7,796,47.3,5,3.5,"Maruti"
"4408",8,"Chennai",33000,"Diesel","Automatic","First",19.08,1582,126.2,5,8.7,"Hyundai"
"4410",8,"Hyderabad",80103,"Diesel","Manual","First",25,1396,69,5,1.8,"Tata"
"4411",17,"Kolkata",42100,"Petrol","Manual","First",18,995,62,5,0.99,"Chevrolet"
"4412",6,"Kolkata",4500,"Petrol","Manual","First",18.9,1197,81.86,5,4.8,"Hyundai"
"4413",10,"Mumbai",97000,"Diesel","Manual","First",12.55,2982,169,7,17.95,"Toyota"
"4414",7,"Kochi",51223,"Petrol","Manual","First",18.9,1197,81.86,5,5.66,"Hyundai"
"4415",15,"Delhi",64000,"Petrol","Manual","First",17,1497,118,5,3.1,"Honda"
"4417",9,"Hyderabad",147848,"Diesel","Manual","First",12.8,2494,102,8,13.2,"Toyota"
"4418",6,"Kochi",21290,"Petrol","Automatic","First",13,4951,395,4,56.8,"Ford"
"4419",5,"Kochi",14076,"Diesel","Automatic","First",11.36,2755,171.5,7,19.4,"Toyota"
"4420",17,"Ahmedabad",75180,"Petrol","Manual","First",18.2,1061,64,5,1.65,"Maruti"
"4421",11,"Jaipur",92000,"Diesel","Manual","Second",22.9,1248,74,5,4.35,"Maruti"
"4422",9,"Hyderabad",57266,"Diesel","Manual","First",20.5,1248,91.72,5,6.5,"Fiat"
"4423",17,"Delhi",64000,"Petrol","Manual","First",18.2,998,67.1,5,1.11,"Maruti"
"4425",12,"Delhi",45999,"Diesel","Manual","First",10.5,2835,107.2,6,11,"Mitsubishi"
"4428",8,"Kochi",37540,"Petrol","Manual","First",18.6,1197,81.86,5,6.22,"Hyundai"
"4429",10,"Hyderabad",44000,"Petrol","Automatic","First",23.1,998,67.04,5,4.3,"Maruti"
"4430",7,"Hyderabad",22500,"Petrol","Manual","First",18.9,1197,81.86,5,5.99,"Hyundai"
"4431",7,"Delhi",17431,"Petrol","Manual","First",18.6,1197,81.83,5,6,"Hyundai"
"4432",10,"Delhi",61566,"Petrol","Manual","First",17.1,1591,121.3,5,5.85,"Hyundai"
"4434",15,"Chennai",68000,"Petrol","Manual","First",16.1,1298,88.2,5,2.9,"Maruti"
"4435",10,"Mumbai",29000,"Petrol","Manual","First",18,1198,86.7,5,4.25,"Honda"
"4436",14,"Hyderabad",156210,"Diesel","Manual","First",21.43,1364,87.2,5,5.99,"Toyota"
"4437",11,"Kolkata",46500,"Diesel","Manual","First",27.4,1498,98.6,5,3.3,"Honda"
"4438",15,"Coimbatore",52830,"Diesel","Automatic","Second",16.77,2967,241.38,5,8.08,"Audi"
"4441",18,"Bangalore",66000,"Petrol","Automatic","Second",10.1,2354,152,5,3.9,"Honda"
"4442",11,"Delhi",52000,"Petrol","Manual","First",17.1,1591,121.3,5,5.25,"Hyundai"
"4444",12,"Ahmedabad",58000,"Petrol","Automatic","First",16.95,1197,78.9,5,3.5,"Hyundai"
"4445",16,"Hyderabad",75000,"Diesel","Manual","Second",17.7,1399,68,5,3,"Ford"
"4446",9,"Coimbatore",41008,"Petrol","Manual","Second",20.36,1197,78.9,5,4.87,"Hyundai"
"4447",10,"Jaipur",65000,"Diesel","Manual","First",24.4,1120,71,5,6,"Hyundai"
"4448",9,"Mumbai",19000,"Diesel","Automatic","First",18.19,1968,174.5,5,15.5,"Skoda"
"4449",16,"Pune",74000,"Petrol","Manual","Second",16.6,1388,68,5,1.6,"Ford"
"4450",7,"Pune",33000,"Petrol","Automatic","First",21.4,1197,83.1,5,7.25,"Maruti"
"4451",14,"Mumbai",95000,"Diesel","Manual","Second",17,1896,105,5,3.25,"Skoda"
"4452",12,"Kolkata",34000,"Diesel","Manual","First",20.64,1498,108.5,5,3.4,"Volkswagen"
"4454",8,"Kochi",52378,"Petrol","Manual","First",17,1591,121.3,5,7.97,"Hyundai"
"4455",12,"Delhi",38000,"Diesel","Automatic","First",14.84,2143,170,5,13.51,"Mercedes-Benz"
"4456",9,"Kochi",60334,"Diesel","Manual","First",25.8,1498,98.6,5,5.43,"Honda"
"4457",14,"Chennai",107000,"Petrol","Manual","First",16.6,1388,68,5,2.6,"Ford"
"4458",11,"Bangalore",445000,"Petrol","Manual","First",18.5,1197,82.9,5,4.45,"Hyundai"
"4459",7,"Kolkata",2196,"Petrol","Manual","First",22.74,796,47.3,5,2.75,"Maruti"
"4460",14,"Kolkata",24000,"Petrol","Automatic","First",10.6,2996,258,5,8.75,"BMW"
"4461",9,"Coimbatore",44846,"Petrol","Manual","Second",14.6,1368,88.7,5,5.41,"Fiat"
"4462",6,"Kochi",64035,"Diesel","Automatic","First",28.4,1248,73.75,5,8.55,"Maruti"
"4463",10,"Mumbai",45600,"Diesel","Manual","First",15.1,2179,140,7,8.25,"Mahindra"
"4464",10,"Kochi",102001,"Diesel","Automatic","First",11.1,2400,200,7,23.58,"Volvo"
"4468",8,"Coimbatore",51681,"Diesel","Manual","First",19.98,1461,108.5,8,8.43,"Renault"
"4469",9,"Hyderabad",50000,"Diesel","Automatic","First",12.07,2967,241.4,7,47.5,"Audi"
"4472",10,"Jaipur",18776,"Petrol","Manual","First",17.8,1198,86.7,5,4.75,"Honda"
"4473",8,"Jaipur",6714,"Petrol","Manual","First",18,1198,86.7,5,4.75,"Honda"
"4474",15,"Pune",40000,"Petrol","Automatic","Second",12.05,1995,154,5,9.5,"BMW"
"4476",12,"Delhi",65055,"Petrol","Manual","Second",17,1497,118,5,4.25,"Honda"
"4477",10,"Mumbai",23000,"Diesel","Automatic","First",18.88,1995,184,5,19.9,"BMW"
"4478",15,"Chennai",60000,"Diesel","Manual","First",15,1896,105,5,4,"Volkswagen"
"4479",11,"Kochi",59350,"Petrol","Manual","First",19.1,1197,85.8,5,4.16,"Maruti"
"4480",9,"Bangalore",19000,"Diesel","Automatic","Second",16.36,2179,187.7,5,38,"Jaguar"
"4481",8,"Kochi",45560,"Petrol","Automatic","First",16.9,1197,82,5,6.34,"Hyundai"
"4482",15,"Pune",118000,"Diesel","Manual","First",12.8,2494,102,8,4.5,"Toyota"
"4483",8,"Chennai",55000,"Petrol","Manual","First",15.1,1196,73,7,3.75,"Maruti"
"4485",17,"Chennai",145000,"Diesel","Manual","First",12.8,2494,102,8,5,"Toyota"
"4486",16,"Mumbai",46810,"Petrol","Manual","First",9.8,1995,163.5,5,3.95,"Maruti"
"4487",8,"Coimbatore",62767,"Diesel","Manual","First",20.34,1498,103.2,5,9.75,"Volkswagen"
"4488",6,"Kochi",18553,"Petrol","Manual","First",18.6,1197,81.86,5,7.93,"Hyundai"
"4489",13,"Hyderabad",143143,"Diesel","Manual","First",17.8,1399,67,5,2.1,"Ford"
"4490",9,"Coimbatore",53497,"Diesel","Manual","First",13.5,2477,175.56,7,16.42,"Mitsubishi"
"4491",13,"Bangalore",148000,"Diesel","Manual","Second",14.66,2199,194.3,7,8.9,"Hyundai"
"4492",12,"Pune",95000,"Diesel","Manual","First",15.1,2179,140,7,7.21,"Mahindra"
"4493",9,"Chennai",100000,"Diesel","Manual","First",12.8,2494,102,8,13.5,"Toyota"
"4494",8,"Chennai",29000,"Diesel","Automatic","First",11.57,2987,254.79,5,65,"Mercedes-Benz"
"4495",10,"Bangalore",87000,"Diesel","Manual","First",12.05,2179,120,7,7.4,"Mahindra"
"4496",10,"Kochi",56838,"Petrol","Automatic","First",16.8,1497,118,5,5.15,"Honda"
"4497",11,"Pune",100000,"Diesel","Automatic","First",12,2987,224,7,32,"Mercedes-Benz"
"4498",13,"Kolkata",125000,"Petrol","Manual","First",17,1497,118,5,3.25,"Honda"
"4499",7,"Kolkata",17000,"Petrol","Automatic","First",22.5,998,67,5,3.95,"Maruti"
"4500",11,"Pune",70000,"Petrol","Manual","Second",15.4,1193,65,5,1.5,"Tata"
"4501",14,"Pune",50000,"Petrol","Manual","Second",17,1197,80,5,3,"Hyundai"
"4502",14,"Kolkata",39800,"Petrol","Manual","First",16,1198,90,5,1.99,"Honda"
"4503",14,"Kolkata",60000,"Petrol","Manual","First",19,998,66.1,5,1.35,"Maruti"
"4504",15,"Hyderabad",58000,"Diesel","Automatic","First",16.07,1995,181,5,13.5,"BMW"
"4505",14,"Hyderabad",110009,"Diesel","Manual","First",17.67,1968,138.08,5,6.99,"Skoda"
"4506",11,"Hyderabad",85000,"Diesel","Manual","First",19.01,1461,108.5,5,8.5,"Nissan"
"4507",14,"Pune",84000,"Diesel","Manual","Second",22.07,1199,73.9,5,2.89,"Volkswagen"
"4508",13,"Mumbai",51000,"Diesel","Automatic","First",22.69,1995,190,5,10.5,"BMW"
"4510",7,"Chennai",5500,"Petrol","Automatic","First",24.07,998,67.1,5,4.25,"Maruti"
"4512",8,"Coimbatore",47293,"Diesel","Automatic","First",14.16,1968,174.3,5,38.72,"Audi"
"4513",11,"Hyderabad",79663,"Diesel","Manual","First",16.8,1493,110,5,6.5,"Hyundai"
"4514",11,"Jaipur",63000,"Diesel","Manual","Second",25.8,1498,98.6,5,4.25,"Honda"
"4515",10,"Kolkata",45000,"Diesel","Manual","First",26,1498,98.6,5,4.75,"Honda"
"4516",10,"Kochi",56501,"Diesel","Automatic","First",12.9,2755,174.5,7,17.71,"Toyota"
"4517",9,"Jaipur",58000,"Diesel","Manual","First",20.34,1498,103.2,5,5.85,"Volkswagen"
"4518",13,"Coimbatore",51602,"Diesel","Automatic","First",22.48,1995,190,5,17.27,"BMW"
"4519",17,"Hyderabad",74199,"Diesel","Automatic","First",16.07,1995,181,5,9.25,"BMW"
"4520",7,"Ahmedabad",25000,"Petrol","Automatic","First",13,1591,121.3,5,12.75,"Hyundai"
"4521",8,"Pune",70000,"Diesel","Automatic","Second",21.76,1995,190,5,27,"BMW"
"4523",7,"Hyderabad",22000,"Diesel","Manual","First",26.59,1248,74,5,7.95,"Maruti"
"4525",7,"Mumbai",8000,"Diesel","Automatic","First",19.59,1995,187.74,5,33.75,"BMW"
"4526",14,"Delhi",73000,"Diesel","Automatic","First",11.33,4134,335.2,7,17.51,"Audi"
"4527",7,"Kochi",36973,"Petrol","Manual","First",18.2,1199,88.7,5,6.8,"Honda"
"4529",8,"Chennai",61000,"Petrol","Manual","First",24.7,796,47.3,5,2.9,"Maruti"
"4530",10,"Mumbai",43628,"Petrol","Manual","First",22.5,998,67.04,5,3.16,"Maruti"
"4531",10,"Jaipur",60000,"Diesel","Manual","First",24.4,1120,71,5,3.9,"Hyundai"
"4532",14,"Delhi",54000,"Petrol","Manual","Second",17.8,1199,76.8,5,1.95,"Chevrolet"
"4533",9,"Kochi",27001,"Diesel","Automatic","First",16.36,2179,187.7,5,26.52,"Jaguar"
"4535",12,"Hyderabad",80000,"Diesel","Manual","First",21.27,1396,88.76,5,4.5,"Hyundai"
"4536",16,"Chennai",160000,"Diesel","Manual","First",10.5,2835,107.2,6,8.75,"Mitsubishi"
"4537",6,"Chennai",3300,"Diesel","Automatic","First",24.3,1248,88.5,5,11.5,"Maruti"
"4538",8,"Delhi",35027,"Petrol","Manual","First",24.07,998,67.1,5,3,"Maruti"
"4539",9,"Coimbatore",26568,"Petrol","Manual","First",21.1,814,55.2,5,3.79,"Hyundai"
"4540",9,"Ahmedabad",59000,"Diesel","Manual","First",28.09,1248,88.5,5,6,"Maruti"
"4541",8,"Bangalore",51000,"Diesel","Manual","First",19.67,1582,126.2,5,13.25,"Hyundai"
"4542",12,"Delhi",56400,"Diesel","Automatic","First",17.2,1968,138.1,5,8,"Skoda"
"4543",9,"Hyderabad",80000,"Diesel","Manual","First",20.14,1498,88.8,5,5.8,"Volkswagen"
"4544",11,"Hyderabad",107000,"Diesel","Manual","Second",12.99,2494,100.6,7,13.5,"Toyota"
"4546",8,"Kochi",59998,"Diesel","Manual","First",20.14,1498,88.8,5,5.49,"Volkswagen"
"4547",11,"Hyderabad",105000,"Diesel","Automatic","First",17.32,1968,150,5,19,"Audi"
"4548",13,"Kolkata",36000,"Petrol","Manual","First",18.5,1197,80,5,2.5,"Hyundai"
"4550",6,"Kochi",28973,"Diesel","Manual","First",24.7,1047,69,5,6.64,"Tata"
"4551",7,"Kochi",8243,"Petrol","Manual","First",21.1,814,55.2,5,3.21,"Hyundai"
"4553",13,"Hyderabad",60000,"Petrol","Manual","First",17.92,1086,62.1,5,2.59,"Hyundai"
"4554",16,"Chennai",100000,"Diesel","Manual","Second",12.7,2609,120,8,4,"Mahindra"
"4555",14,"Jaipur",48689,"Petrol","Manual","First",17.4,1497,117.3,5,3.87,"Honda"
"4556",7,"Bangalore",45000,"Diesel","Manual","First",24.3,1248,88.5,5,9.75,"Maruti"
"4557",5,"Kochi",38163,"Diesel","Automatic","First",17.11,1968,174.33,5,32.91,"Audi"
"4558",13,"Chennai",43800,"Diesel","Automatic","Second",14.21,2143,203,5,16.75,"Mercedes-Benz"
"4559",17,"Jaipur",92000,"Petrol","Manual","First",13.5,1799,130,5,1.9,"Honda"
"4560",7,"Kochi",14064,"Petrol","Manual","First",18.6,1197,81.83,5,6.59,"Hyundai"
"4561",7,"Coimbatore",42366,"Diesel","Automatic","First",15.73,1968,174.33,5,31.93,"Audi"
"4562",10,"Jaipur",76551,"Diesel","Manual","First",25.1,1498,98.6,5,7.25,"Honda"
"4563",16,"Pune",72672,"Petrol","Manual","First",19.81,1086,68.05,5,1.9,"Hyundai"
"4564",9,"Kolkata",45000,"Diesel","Manual","First",25.2,1248,74,5,3.55,"Maruti"
"4565",12,"Hyderabad",91696,"Diesel","Automatic","First",11.4,2953,153.86,7,9.25,"Ford"
"4567",5,"Coimbatore",15456,"Diesel","Automatic","First",20.68,1995,190,5,36.64,"BMW"
"4569",5,"Kochi",21112,"CNG","Manual","First",15.1,1196,73,5,5.38,"Maruti"
"4571",18,"Hyderabad",80000,"Petrol","Manual","Second",17.3,993,60,5,1.2,"Maruti"
"4574",7,"Coimbatore",60083,"Diesel","Manual","First",19.67,1582,126.2,5,13.78,"Hyundai"
"4575",8,"Kolkata",85450,"Diesel","Manual","First",26.59,1248,74,5,4,"Maruti"
"4577",9,"Kochi",81828,"Diesel","Manual","First",24,1186,73.97,5,5.43,"Hyundai"
"4578",8,"Mumbai",18000,"Petrol","Manual","First",18.16,1196,86.8,5,4.9,"Ford"
"4579",7,"Chennai",15000,"Diesel","Automatic","First",15.97,2993,258,5,70,"BMW"
"4580",8,"Kolkata",34000,"Diesel","Automatic","First",11.78,2143,167.62,5,25.5,"Mercedes-Benz"
"4581",9,"Ahmedabad",46000,"Petrol","Automatic","First",18.9,1197,82,5,5.1,"Hyundai"
"4582",11,"Hyderabad",48158,"Diesel","Manual","First",22.32,1582,126.32,5,6.7,"Hyundai"
"4583",11,"Hyderabad",93000,"Diesel","Automatic","First",16.73,2993,218,5,26.5,"BMW"
"4586",13,"Hyderabad",70259,"Diesel","Manual","First",21.12,1248,88.8,5,2.95,"Tata"
"4587",9,"Ahmedabad",13000,"Diesel","Automatic","First",16.55,1968,140,5,23,"Audi"
"4588",15,"Pune",140000,"Diesel","Manual","Second",17.8,1248,75,5,2.49,"Maruti"
"4589",9,"Jaipur",130000,"Diesel","Manual","First",25.2,1248,74,5,4.5,"Maruti"
"4591",9,"Hyderabad",67000,"Diesel","Manual","First",27.3,1498,98.6,5,6.9,"Honda"
"4592",14,"Kochi",65329,"Petrol","Automatic","First",7.94,4395,450,4,20.72,"BMW"
"4593",14,"Jaipur",72000,"Petrol","Manual","First",16.25,1198,73.9,5,2.21,"Skoda"
"4595",13,"Mumbai",82000,"Diesel","Automatic","Second",12.35,2179,187.74,5,13.9,"Land"
"4596",14,"Pune",85000,"Petrol","Manual","First",15.3,1596,101,5,1.46,"Ford"
"4597",12,"Pune",83000,"Diesel","Automatic","First",19.08,1582,126.32,5,6,"Hyundai"
"4598",8,"Jaipur",26000,"Petrol","Manual","First",21.7,999,67,5,3,"Renault"
"4599",12,"Delhi",27000,"Diesel","Manual","First",22.3,1248,88.8,5,3.5,"Tata"
"4600",6,"Kochi",37746,"Diesel","Manual","First",21.19,1396,88.73,5,7.59,"Hyundai"
"4601",15,"Mumbai",63274,"Petrol","Manual","Second",15,1586,104.68,5,1.99,"Maruti"
"4603",11,"Bangalore",197000,"Diesel","Manual","First",11.68,2498,112,7,4,"Mahindra"
"4604",11,"Bangalore",45010,"Petrol","Manual","Second",21.1,814,55.2,5,2.95,"Hyundai"
"4605",11,"Delhi",75348,"Diesel","Manual","First",25.8,1498,98.6,5,3.75,"Honda"
"4606",14,"Kolkata",90110,"Diesel","Manual","First",22.07,1199,73.9,5,2.5,"Volkswagen"
"4607",13,"Pune",102013,"Petrol","Manual","First",17,1497,118,5,3.75,"Honda"
"4608",9,"Pune",36000,"Diesel","Automatic","First",12.55,2982,168.5,7,22,"Toyota"
"4609",7,"Kochi",37578,"Petrol","Manual","First",18,1198,86.7,5,6.14,"Honda"
"4610",9,"Pune",46001,"Diesel","Automatic","First",20.58,1995,143,5,16,"BMW"
"4612",9,"Mumbai",48000,"Diesel","Manual","First",12.99,2494,100.6,8,11.75,"Toyota"
"4614",7,"Hyderabad",15000,"Petrol","Manual","First",17.5,1199,88.7,5,8.9,"Honda"
"4617",12,"Kochi",60818,"Petrol","Manual","First",16.09,1598,103.5,5,3.59,"Volkswagen"
"4618",5,"Coimbatore",35188,"Diesel","Manual","First",22.77,1498,98.59,5,11.13,"Ford"
"4619",12,"Jaipur",110000,"Diesel","Manual","First",15.1,2179,140,7,7.2,"Mahindra"
"4621",14,"Pune",75000,"Petrol","Manual","Second",17.92,1086,62.1,5,1.7,"Hyundai"
"4622",9,"Delhi",55000,"Diesel","Automatic","First",12,2987,224,7,52,"Mercedes-Benz"
"4626",9,"Kolkata",35000,"Diesel","Automatic","First",17.9,2143,136,5,20.99,"Mercedes-Benz"
"4627",19,"Chennai",128000,"Diesel","Manual","Second",12.8,2494,102,8,4.25,"Toyota"
"4629",13,"Hyderabad",53080,"Petrol","Manual","First",18.6,1197,85.8,5,4.4,"Maruti"
"4631",12,"Ahmedabad",25000,"Petrol","Manual","First",16.02,1373,93.7,7,5.35,"Maruti"
"4632",8,"Coimbatore",36139,"Petrol","Automatic","Second",18.9,1197,82,5,6.3,"Hyundai"
"4633",7,"Delhi",44000,"Diesel","Manual","First",19.67,1582,126.2,5,12.5,"Hyundai"
"4634",16,"Ahmedabad",50000,"Diesel","Automatic","Second",16.77,2967,241.38,5,7.5,"Audi"
"4638",10,"Hyderabad",75000,"Diesel","Automatic","First",21.21,1498,103.2,5,7.5,"Volkswagen"
"4639",20,"Kochi",119859,"Petrol","Automatic","First",13,2987,210,5,7.1,"Mercedes-Benz"
"4640",14,"Mumbai",55980,"Petrol","Manual","First",20.36,1197,78.9,5,2.25,"Hyundai"
"4641",9,"Hyderabad",30000,"Diesel","Automatic","First",17.11,1968,174.33,5,27,"Audi"
"4642",12,"Pune",49700,"Diesel","Manual","Second",21.9,1396,88.76,5,4.18,"Hyundai"
"4643",11,"Chennai",79000,"Diesel","Manual","First",23.5,1396,88.7,5,6.5,"Hyundai"
"4644",14,"Delhi",65100,"Petrol","Manual","First",17,1497,118,5,3.15,"Honda"
"4645",8,"Pune",54161,"Diesel","Manual","First",25.47,1248,88.5,7,7.64,"Maruti"
"4646",13,"Hyderabad",28619,"Petrol","Manual","First",19.7,796,46.3,5,2.4,"Maruti"
"4649",13,"Bangalore",64000,"Petrol","Manual","First",19.7,796,46.3,5,2.39,"Maruti"
"4651",8,"Delhi",21000,"Petrol","Manual","First",21.4,1197,83.1,5,6.21,"Maruti"
"4652",12,"Jaipur",119203,"Diesel","Automatic","First",0,2179,115,5,16.5,"Land"
"4655",9,"Mumbai",32000,"Petrol","Automatic","First",15.6,1497,116.3,5,8.5,"Honda"
"4656",10,"Bangalore",3000,"Petrol","Automatic","Second",12,5461,421,2,90,"Mercedes-Benz"
"4658",11,"Mumbai",35000,"Diesel","Manual","First",22.9,1248,74,5,4.65,"Maruti"
"4659",11,"Kochi",55101,"Petrol","Automatic","First",14.53,1794,138.1,5,8.4,"Toyota"
"4660",10,"Bangalore",57464,"Diesel","Manual","First",23.59,1364,67.06,5,5.75,"Toyota"
"4662",10,"Mumbai",72000,"Petrol","Automatic","First",12,1991,184,5,17.25,"Mercedes-Benz"
"4663",12,"Delhi",16000,"Diesel","Automatic","First",16.36,2179,187.7,5,32,"Jaguar"
"4664",13,"Kochi",62020,"Petrol","Manual","First",17,1197,80,5,3.45,"Hyundai"
"4665",10,"Pune",85000,"Diesel","Automatic","Second",12.39,2179,147.51,5,23,"Land"
"4666",6,"Kochi",14223,"Petrol","Manual","First",18.6,1197,81.86,5,7.32,"Hyundai"
"4667",10,"Jaipur",41210,"Petrol","Manual","First",18,1198,86.7,5,4.4,"Honda"
"4669",8,"Coimbatore",18043,"Petrol","Manual","First",22.74,796,47.3,5,4.12,"Maruti"
"4670",8,"Chennai",80000,"Diesel","Automatic","First",11.36,2755,171.5,7,19.5,"Toyota"
"4671",8,"Hyderabad",21000,"Petrol","Automatic","First",18.9,1197,82,5,6.2,"Hyundai"
"4672",8,"Bangalore",49000,"Diesel","Automatic","First",16.55,2993,258,5,45,"BMW"
"4673",26,"Hyderabad",104000,"Petrol","Manual","Second",15,970,106.1023465,5,0.85,"Maruti"
"4674",14,"Chennai",95000,"Petrol","Manual","Second",18.5,1197,80,5,2.8,"Hyundai"
"4675",9,"Pune",32000,"Petrol","Automatic","First",18.9,1197,82,5,4.8,"Hyundai"
"4676",10,"Hyderabad",122800,"Diesel","Manual","First",25.01,1498,89.75,5,5.65,"Ford"
"4677",13,"Ahmedabad",78000,"Diesel","Manual","Second",15,2148,101.5994809,5,14.5,"Mercedes-Benz"
"4678",9,"Ahmedabad",69000,"Diesel","Manual","First",26.59,1248,74,5,5.9,"Maruti"
"4679",9,"Pune",65000,"Diesel","Manual","Second",23.59,1364,67.04,5,5,"Toyota"
"4680",9,"Ahmedabad",23000,"Petrol","Manual","First",19.1,1197,82,5,4.9,"Hyundai"
"4681",15,"Ahmedabad",70000,"Petrol","Manual","First",13.5,1799,130,5,4.25,"Honda"
"4682",10,"Chennai",250000,"Diesel","Manual","First",12.99,2494,100.6,8,10.9,"Toyota"
"4683",12,"Delhi",56000,"Petrol","Manual","First",13.2,1495,94,5,2.45,"Hyundai"
"4684",11,"Pune",30000,"Petrol","Manual","First",22.74,796,47.3,5,2.5,"Maruti"
"4685",14,"Kolkata",35000,"Petrol","Automatic","First",8.1,5461,387.3,2,29.5,"Mercedes-Benz"
"4689",8,"Delhi",42000,"Diesel","Automatic","First",15.73,1968,174.33,5,23.5,"Audi"
"4690",11,"Kolkata",55886,"Diesel","Manual","First",16,2179,140,7,7.25,"Mahindra"
"4691",5,"Kochi",12336,"Petrol","Manual","First",17,1591,121.3,5,11.88,"Hyundai"
"4692",15,"Chennai",60000,"Petrol","Manual","Third",13.9,1599,103.2,5,2.25,"Hyundai"
"4693",21,"Pune",83000,"Petrol","Manual","Second",14.2,1597,92,5,0.85,"Ford"
"4694",6,"Pune",24000,"Petrol","Manual","First",19.69,1198,67.04,5,4,"Nissan"
"4695",8,"Pune",32198,"Petrol","Automatic","First",16.5,1198,86.8,5,5.1,"Honda"
"4696",10,"Hyderabad",92247,"Diesel","Manual","First",12.99,2494,100.6,7,12.5,"Toyota"
"4697",13,"Chennai",121311,"Diesel","Manual","First",20.64,1498,108.5,5,2.9,"Volkswagen"
"4698",8,"Coimbatore",66296,"Diesel","Manual","First",16,2179,140,7,15.96,"Mahindra"
"4699",9,"Mumbai",41000,"Petrol","Automatic","First",16.9,1197,82,5,5.45,"Hyundai"
"4700",7,"Kochi",38681,"Diesel","Manual","First",13.5,2198,157.7,7,23.86,"Ford"
"4701",16,"Kochi",43761,"Petrol","Manual","First",18,995,62,5,1.75,"Chevrolet"
"4704",10,"Delhi",60000,"Petrol","Manual","First",17.4,1497,117.3,5,6.25,"Honda"
"4705",10,"Bangalore",35165,"Diesel","Automatic","Second",23.8,1998,112,5,22,"Mini"
"4706",8,"Kochi",41617,"Petrol","Automatic","First",14.53,1794,138.1,5,14.14,"Toyota"
"4707",19,"Kolkata",45000,"Petrol","Manual","First",17,1086,79.38426619,5,0.95,"Hyundai"
"4708",10,"Delhi",65000,"Petrol","Automatic","First",13.7,1798,157.75,5,11.95,"Skoda"
"4711",5,"Coimbatore",16698,"Petrol","Manual","First",23.84,1199,84,5,5.85,"Tata"
"4712",8,"Ahmedabad",30965,"Petrol","Manual","First",21.4,1197,83.1,5,6.25,"Maruti"
"4714",7,"Pune",15356,"Petrol","Manual","First",18.9,1197,81.86,5,4.75,"Hyundai"
"4715",11,"Delhi",54000,"Diesel","Manual","First",20,1399,68.05,5,2.55,"Ford"
"4716",13,"Pune",47000,"Petrol","Automatic","Second",13.9,1799,130.3,5,4.5,"Honda"
"4717",9,"Kochi",21652,"Petrol","Manual","First",22.74,796,47.3,5,3.01,"Maruti"
"4718",8,"Hyderabad",52000,"Diesel","Automatic","First",15.68,1999,177,5,42,"Land"
"4719",14,"Kolkata",35010,"Diesel","Automatic","First",12.4,2698,179.5,5,11.5,"Audi"
"4721",15,"Jaipur",89000,"Petrol","Automatic","First",17,1497,118,5,3.71,"Honda"
"4722",18,"Jaipur",80000,"Petrol","Automatic","Third",10.1,2354,152,5,2,"Honda"
"4724",20,"Jaipur",62000,"Petrol","Manual","Second",18.9,998,67.1,5,1.25,"Maruti"
"4727",8,"Coimbatore",64624,"Petrol","Manual","First",21.1,814,55.2,5,3.71,"Hyundai"
"4728",10,"Mumbai",69192,"Petrol","Manual","First",16.02,1373,93.7,7,6.25,"Maruti"
"4729",12,"Chennai",55000,"Diesel","Manual","First",20.54,1598,103.6,5,4.9,"Volkswagen"
"4731",8,"Kochi",36733,"Petrol","Manual","First",16.47,1198,73.9,5,4.72,"Volkswagen"
"4734",11,"Jaipur",74000,"Diesel","Manual","First",14.66,2199,194.3,7,12.25,"Hyundai"
"4735",10,"Kolkata",47000,"Diesel","Manual","First",22.9,1248,74,5,3.9,"Maruti"
"4736",7,"Kochi",37460,"Petrol","Manual","First",18.6,1197,81.86,5,6.28,"Hyundai"
"4739",13,"Mumbai",66000,"Petrol","Manual","First",15.04,1598,103.6,5,2.95,"Volkswagen"
"4740",16,"Mumbai",79000,"Petrol","Automatic","Second",11.7,2354,177.6,5,4.85,"Honda"
"4741",13,"Bangalore",47140,"Diesel","Automatic","Second",13.5,2925,281.61,5,30,"Mercedes-Benz"
"4742",8,"Bangalore",36610,"Diesel","Automatic","First",15,2143,107.3,5,19.9,"Mercedes-Benz"
"4743",8,"Bangalore",93000,"Diesel","Manual","First",20.5,1582,126.2,5,10.8,"Hyundai"
"4744",17,"Hyderabad",52195,"Petrol","Manual","First",19.7,796,46.3,5,1.75,"Maruti"
"4745",8,"Mumbai",20003,"Diesel","Automatic","First",20.38,1968,143,5,19.25,"Audi"
"4746",11,"Delhi",66314,"Diesel","Manual","First",19.87,1461,83.8,5,5.5,"Renault"
"4748",9,"Bangalore",29000,"Diesel","Manual","First",19.67,1582,126.2,5,13,"Hyundai"
"4749",13,"Mumbai",30000,"Diesel","Manual","First",20,1399,68,5,3.2,"Ford"
"4750",11,"Coimbatore",56526,"Petrol","Manual","First",15.26,1598,103.5,5,5.84,"Volkswagen"
"4751",9,"Hyderabad",38000,"Diesel","Automatic","Second",16.8,1969,150,5,24,"Volvo"
