"","X","Year","Age","Name","Location","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price"
"598",600,2016,8,"Mercedes-Benz GLE 250d","Delhi",21000,"Diesel","Automatic","First",17.9,2143,201.15,5,77.92
"599",601,2015,9,"BMW 5 Series 2013-2017 520d Luxury Line","Bangalore",66508,"Diesel","Automatic","First",18.12,1995,190,5,55.8072066078755
"600",602,2013,11,"Mercedes-Benz GL-Class 350 CDI Blue Efficiency","Hyderabad",88000,"Diesel","Automatic","First",11.3,2987,254.8,7,35.7258014695947
"601",603,2012,12,"Toyota Fortuner 4x4 MT TRD Sportivo","Bangalore",52000,"Diesel","Manual","First",12.55,2982,169,7,25.0557364622268
"602",604,2017,7,"Mercedes-Benz CLA 200 D Sport Edition","Coimbatore",41372,"Diesel","Automatic","First",17.9,2143,136,5,48.3393361077266
"603",605,2017,7,"Skoda Rapid 1.5 TDI AT Ambition","Jaipur",50000,"Diesel","Automatic","Second",21.72,1498,108.4,5,14.86
"604",606,2012,12,"Maruti Swift VDI BSIV","Kolkata",72000,"Diesel","Manual","First",17.8,1248,78.8511413159294,5,9.73930302521901
"605",607,2013,11,"Honda Amaze S i-Dtech","Kolkata",51637,"Diesel","Manual","First",25.8,1498,98.6,5,12.6312209877922
"606",608,2009,15,"Toyota Corolla Altis G","Mumbai",48233,"Petrol","Manual","First",14.53,1798,138.1,5,23.1786790343762
"607",609,2016,8,"Hyundai Grand i10 Asta","Chennai",58000,"Petrol","Manual","Second",18.9,1197,82,5,7.10265641837447
"608",610,2015,9,"Honda Jazz 1.2 V CVT i VTEC","Chennai",44550,"Petrol","Automatic","First",19,1199,88.7,5,8.16127835668591
"609",611,2013,11,"Hyundai Verna 1.6 SX","Ahmedabad",60001,"Diesel","Manual","First",22.32,1582,126.32,5,14.8949462948027
"610",612,2014,10,"Toyota Fortuner 4x2 AT","Delhi",150000,"Diesel","Automatic","First",12.55,2982,168.5,7,33.6748499093962
"611",613,2015,9,"Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde","Delhi",33000,"Diesel","Automatic","First",11.5,2987,210,5,49.027042277461
"612",615,2015,9,"Volkswagen Polo 1.5 TDI Highline","Jaipur",62766,"Diesel","Manual","First",20.14,1498,88.8,5,10.0886369308567
"613",616,2010,14,"Maruti Wagon R LXI BS IV","Delhi",73575,"Petrol","Manual","First",18.9,998,67.1,5,5.54646983078429
"614",617,2015,9,"Honda Amaze SX i-DTEC","Pune",63000,"Diesel","Manual","First",25.8,1498,98.6,5,12.7141662497401
"615",618,2017,7,"Toyota Innova Crysta 2.8 ZX AT","Jaipur",27270,"Diesel","Automatic","First",11.36,2755,171.5,7,26.14
"616",619,2016,8,"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Bangalore",41737,"Diesel","Automatic","First",19.27,2143,170,5,53.6375749880687
"617",620,2018,6,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Coimbatore",28358,"Diesel","Automatic","First",19.27,2143,167.62,5,51.5938630506631
"618",621,2012,12,"Maruti Ritz VDi ABS","Pune",75500,"Diesel","Manual","Second",21.1,1248,73.9,5,9.3005112321635
"619",622,2016,8,"Honda Jazz 1.2 VX i VTEC","Mumbai",9900,"Petrol","Manual","First",18.7,1199,88.7,5,7.11945137350186
"620",623,2014,10,"Honda Brio S MT","Mumbai",17000,"Petrol","Manual","First",19.4,1198,86.8,5,7.08550297358966
"621",625,2015,9,"Hyundai Creta 1.4 CRDi S Plus","Bangalore",68178,"Diesel","Manual","First",21.38,1396,88.7,5,10.3132805383255
"622",626,2009,15,"Hyundai Getz GLE","Hyderabad",52008,"Petrol","Manual","First",15.3,1341,83,5,6.80061095187429
"623",627,2013,11,"Chevrolet Beat Diesel LS","Kolkata",76000,"Diesel","Manual","First",25.44,936,56.3,5,9.97030414661345
"624",628,2015,9,"Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi",48222,"Diesel","Automatic","First",17.68,1968,174.33,5,52.2721037013639
"625",629,2016,8,"Hyundai Xcent 1.2 Kappa SX Option","Delhi",100000,"Petrol","Manual","First",19.1,1197,82,5,7.10962305976753
"626",630,2010,14,"Maruti Swift Dzire VDi","Delhi",68000,"Diesel","Manual","First",19.3,1248,73.9,5,9.47813500844345
"627",631,2015,9,"Mitsubishi Pajero Sport 4X2 AT","Coimbatore",76115,"Diesel","Automatic","First",13.5,2477,175.56,7,32.41
"628",633,2013,11,"Toyota Fortuner 4x2 AT","Hyderabad",142000,"Diesel","Automatic","First",12.55,2982,168.5,7,33.0908828056103
"629",634,2011,13,"Volvo S60 D5 Kinetic","Hyderabad",70000,"Diesel","Automatic","First",13.2,2400,215,5,48.1997574836713
"630",635,2016,8,"Hyundai Creta 1.6 CRDi SX","Coimbatore",34224,"Diesel","Manual","First",19.67,1582,126.2,5,15.245407908127
"631",636,2012,12,"Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde","Ahmedabad",50000,"Diesel","Automatic","Second",14.21,2143,203,5,48.9524321740261
"632",637,2015,9,"Honda Mobilio V i DTEC","Mumbai",30000,"Diesel","Manual","First",24.2,1498,98.6,7,13.718486701428
"633",638,2018,6,"Renault Captur 1.5 Diesel RXL","Bangalore",22000,"Diesel","Manual","First",20.37,1461,108.45,5,14.1581460089164
"634",639,2017,7,"Hyundai EON Sportz","Kolkata",4000,"Petrol","Manual","First",21.1,814,55.2,5,4.59731278666497
"635",640,2014,10,"Volvo XC90 2007-2015 D5 AWD","Delhi",22230,"Diesel","Manual","First",11.1,2400,200,7,25.2179300232213
"636",641,2011,13,"Maruti A-Star AT VXI","Bangalore",46000,"Petrol","Automatic","First",16.98,998,66.1,5,7.96107524410219
"637",642,2013,11,"Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency","Pune",88700,"Diesel","Automatic","First",14.21,2143,203,5,48.0099575301914
"638",643,2015,9,"Hyundai Grand i10 Sportz","Hyderabad",56000,"Petrol","Manual","First",18.9,1197,82,5,7.13982128329552
"639",644,2014,10,"Audi A3 35 TDI Attraction","Ahmedabad",84004,"Diesel","Automatic","First",20.38,1968,143,5,52.3183653372085
"640",645,2015,9,"BMW 5 Series 2013-2017 530d M Sport","Bangalore",16000,"Diesel","Automatic","First",14.69,2993,258,5,55.9083660678558
"641",646,2015,9,"Mahindra XUV500 W6 2WD","Jaipur",85009,"Diesel","Manual","Second",16,2179,140,7,22.6874674720874
"642",647,2014,10,"Ford Ecosport 1.0 Ecoboost Titanium","Mumbai",86000,"Petrol","Manual","First",18.88,999,123.37,5,11.3157273985296
"643",648,2015,9,"Chevrolet Enjoy TCDi LS 7 Seater","Coimbatore",93442,"Diesel","Manual","First",18.2,1248,73.8,7,10.1651450016698
"644",649,2015,9,"Mahindra Scorpio S10 8 Seater","Chennai",65000,"Diesel","Manual","First",15.4,2179,120,8,24.6416226263772
"645",650,2013,11,"Hyundai i20 2015-2017 1.2 Magna","Pune",67000,"Petrol","Manual","First",18.5,1197,80,5,6.96616392635941
"646",651,2014,10,"Renault Pulse RxZ","Coimbatore",31513,"Diesel","Manual","First",23.08,1461,63.12,5,9.77508026176478
"647",652,2017,7,"Maruti Swift Dzire ZDI","Coimbatore",75724,"Diesel","Manual","First",26.59,1248,74,5,8.83288116306406
"648",653,2013,11,"Hyundai EON Magna Plus","Kolkata",69000,"Petrol","Manual","First",21.1,814,55.2,5,4.15752912926372
"649",654,2010,14,"Nissan Micra XL","Mumbai",65000,"Petrol","Manual","First",18.06,1198,75,5,7.06868265560651
"650",655,2017,7,"Skoda Superb L&K 2.0 TDI AT","Mumbai",27000,"Diesel","Automatic","First",18.19,1968,174.5,5,40.73
"651",656,2014,10,"Maruti Swift VXI","Chennai",56049,"Petrol","Manual","First",18.6,1197,85.8,5,6.92840133611096
"652",657,2012,12,"Skoda Rapid 1.6 TDI Ambition","Pune",96987,"Diesel","Manual","First",20.5,1598,103.5,5,13.1190924921632
"653",659,2010,14,"Hyundai i10 Sportz 1.2","Bangalore",69000,"Petrol","Manual","First",20.36,1197,78.9,5,7.06644561758272
"654",660,2015,9,"Honda Jazz 1.5 S i DTEC","Bangalore",33500,"Diesel","Manual","First",27.3,1498,98.6,5,11.9443988078758
"655",661,2012,12,"Toyota Innova 2.5 VX (Diesel) 8 Seater","Chennai",93000,"Diesel","Manual","First",12.99,2494,100,8,19.2206142097447
"656",662,2013,11,"Volvo XC60 D4 SUMMUM","Ahmedabad",64000,"Diesel","Automatic","First",14.7,1984,181,5,47.5876230040633
"657",663,2017,7,"Maruti Ciaz ZDi Plus SHVS","Kochi",48045,"Diesel","Manual","First",28.09,1248,88.5,5,9.41533611551937
"658",664,2009,15,"Mitsubishi Pajero 2.8 SFX","Hyderabad",94000,"Diesel","Manual","First",10.5,2835,107.2,6,23.2998216235196
"659",665,2011,13,"Maruti Alto LXi","Chennai",60000,"Petrol","Manual","First",19.7,796,46.3,5,4.4423495794897
"660",667,2011,13,"BMW 3 Series 320d","Bangalore",56000,"Diesel","Automatic","First",13.2,1995,170,5,47.0955701697611
"661",668,2012,12,"Hyundai i20 1.4 CRDi Asta","Pune",98472,"Diesel","Manual","First",23,1396,90,5,10.0648815797219
"662",669,2016,8,"Hyundai Creta 1.6 CRDi SX","Hyderabad",37800,"Diesel","Manual","First",19.67,1582,126.2,5,14.4951371939466
"663",670,2016,8,"Maruti Omni 5 Seater BSIV","Coimbatore",63617,"Petrol","Manual","First",14,796,35,5,4.87328550679911
"664",671,2011,13,"Hyundai Verna CRDi SX ABS","Ahmedabad",68000,"Diesel","Manual","First",18.1,1493,110,5,13.3763066459462
"665",672,2017,7,"Maruti Baleno Sigma 1.2","Kochi",11282,"Petrol","Manual","First",21.4,1197,83.1,5,7.34816502094078
"666",673,2013,11,"Honda Amaze S i-Dtech","Chennai",75000,"Diesel","Manual","First",25.8,1498,98.6,5,12.5837149914026
"667",674,2014,10,"BMW X3 xDrive20d Advantage Edition","Coimbatore",78984,"Diesel","Automatic","First",16.09,1995,184,5,46.6781297146268
"668",675,2016,8,"Skoda Superb Style 1.8 TSI AT","Mumbai",71000,"Petrol","Automatic","First",14.67,1798,177.46,5,33.36
"669",676,2014,10,"Honda Brio 1.2 VX MT","Kochi",43814,"Petrol","Manual","First",18.5,1198,86.8,5,6.63
"670",677,2011,13,"Hyundai i10 Magna","Kolkata",60000,"Petrol","Manual","First",20.36,1197,78.9,5,7.03450249644782
"671",678,2007,17,"Hyundai Santro Xing XL","Jaipur",85000,"Petrol","Manual","Second",0,1086,79.2755902530128,5,7.58382242674513
"672",679,2015,9,"Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi",65438,"Diesel","Automatic","First",17.68,1968,174.33,5,51.0657941571832
"673",680,2014,10,"Renault Duster 85PS Diesel RxL","Mumbai",28215,"Diesel","Manual","First",19.87,1461,83.8,5,10.3408148634529
"674",681,2019,5,"Honda WRV i-DTEC VX","Kochi",15053,"Diesel","Manual","First",25.5,1498,98.6,5,12.05
"675",682,2015,9,"Honda Mobilio RS Option i DTEC","Bangalore",38000,"Diesel","Manual","First",24.5,1498,98.6,7,13.36760037692
"676",683,2012,12,"Volkswagen Polo Petrol Highline 1.2L","Kochi",64213,"Petrol","Manual","First",16.47,1198,73.9,5,6.99500003372962
"677",684,2017,7,"Mercedes-Benz E-Class E 220 d","Delhi",15000,"Petrol","Automatic","First",12.6,1950,191.34,5,86.97
"678",685,2011,13,"Mercedes-Benz S Class 2005 2013 S 350 CDI","Hyderabad",82000,"Diesel","Automatic","First",13.5,2987,282,5,66.1517712583157
"679",686,2009,15,"Hyundai Accent GLX","Pune",60000,"Petrol","Manual","Second",13.2,1495,94,5,9.84988060428525
"680",687,2012,12,"Maruti Swift Dzire VXi","Chennai",158000,"Petrol","Manual","First",17.5,1298,85.8,5,7.11658385285621
"681",688,2007,17,"Hyundai i10 Magna","Chennai",73000,"Petrol","Manual","First",20.36,1197,78.9,5,6.88777776783169
"682",689,2013,11,"Honda Brio 1.2 S MT","Coimbatore",71601,"Petrol","Manual","First",18.5,1198,86.8,5,6.38
"683",690,2015,9,"Maruti Ritz VDi","Hyderabad",82328,"Diesel","Manual","First",21.1,1248,73.9,5,8.9947546087596
"684",691,2011,13,"Honda Brio 1.2 S MT","Kolkata",38000,"Petrol","Manual","First",18.5,1198,86.8,5,5.89
"685",692,2014,10,"Maruti Swift VXI BSIV","Pune",85000,"Petrol","Manual","First",20.4,1197,81.8,5,6.91435283339425
"686",693,2012,12,"Renault Duster 110PS Diesel RxL","Jaipur",116000,"Diesel","Manual","First",19.01,1461,108.45,5,13.9547118131197
"687",694,2008,16,"Hyundai Santro Xing GLS","Mumbai",65000,"Petrol","Manual","Second",17.92,1086,62.1,5,5.32486468397486
"688",695,2018,6,"Mahindra KUV 100 G80 K4 Plus 5Str","Chennai",5600,"Petrol","Manual","First",18.15,1198,82,5,6.55
"689",696,2012,12,"Ford Endeavour 3.0L 4X4 AT","Delhi",68000,"Diesel","Automatic","First",11.4,2953,153.86,7,26.0946066808876
"690",697,2010,14,"Tata Indica Vista Terra 1.2 Safire BS IV","Kolkata",29300,"Petrol","Manual","First",15.8,1172,65,5,7.29710544578341
"691",698,2018,6,"Land Rover Discovery Sport TD4 S","Kochi",23342,"Diesel","Automatic","First",12.83,2179,147.5,5,45.6892256675685
"692",699,2017,7,"BMW 3 Series 320d Sport","Coimbatore",41078,"Diesel","Automatic","First",22.69,1995,190,5,59.3482274482307
"693",700,2014,10,"Volkswagen Vento 1.5 TDI Highline Plus","Chennai",38000,"Diesel","Manual","First",20.64,1498,108.49,5,13.8450978308737
"694",701,2013,11,"Tata Indica Vista TDI LS","Hyderabad",132000,"Diesel","Manual","Second",19.4,1405,70,5,9.96432302425825
"695",702,2015,9,"Maruti Alto 800 LXI","Pune",35000,"Petrol","Manual","First",22.74,796,47.3,5,4.20214855788095
"696",703,2012,12,"Ford Figo Diesel LXI","Ahmedabad",80000,"Diesel","Manual","First",20,1399,68,5,9.50247220557042
"697",704,2009,15,"Ford Fiesta 1.4 SXi TDCi","Kolkata",39408,"Diesel","Manual","First",17.8,1399,78.5749721227546,5,9.81309773014023
"698",705,2015,9,"Honda Jazz 1.2 V i VTEC","Kolkata",27525,"Petrol","Manual","First",18.7,1199,88.7,5,6.86917467687083
"699",706,2018,6,"Hyundai Grand i10 1.2 CRDi Magna","Jaipur",27000,"Diesel","Manual","First",24,1186,73.97,5,7.79
"700",707,2015,9,"Skoda Rapid 1.5 TDI Ambition","Pune",82799,"Diesel","Manual","First",21.14,1498,103.52,5,13.4477069580687
"701",708,2017,7,"Maruti Ignis 1.2 Alpha","Pune",8000,"Petrol","Manual","First",20.89,1197,81.8,5,7.87
"702",709,2014,10,"Toyota Fortuner 4x2 AT","Mumbai",46000,"Diesel","Automatic","Second",12.55,2982,168.5,7,33.4088816474078
"703",710,2012,12,"Hyundai Verna 1.6 CRDI","Pune",98000,"Diesel","Manual","First",22.32,1582,126.3,5,14.8610008849858
"704",711,2016,8,"Hyundai EON Era Plus","Coimbatore",47924,"Petrol","Manual","First",21.1,814,55.2,5,4.65517961452476
"705",712,2013,11,"Ford Ecosport 1.5 Ti VCT AT Titanium","Chennai",39000,"Petrol","Automatic","First",16.5,1499,110,5,18.844702008494
"706",713,2017,7,"Hyundai Grand i10 Asta Option","Coimbatore",33601,"Petrol","Manual","First",18.9,1197,82,5,7.12722241599207
"707",714,2015,9,"Hyundai Creta 1.6 SX Automatic Diesel","Pune",85000,"Diesel","Automatic","First",17.6,1582,126.2,5,18.32
"708",715,2012,12,"Toyota Corolla Altis G","Pune",54000,"Petrol","Manual","First",14.53,1798,138.1,5,17.5480625735802
"709",716,2017,7,"Maruti Vitara Brezza ZDi","Pune",35000,"Diesel","Manual","First",24.3,1248,88.5,5,10.65
"710",717,2013,11,"Volkswagen CrossPolo 1.2 TDI","Hyderabad",80020,"Diesel","Manual","Second",22.07,1199,74,5,9.34049299813222
"711",718,2005,19,"Ford Ikon 1.4 ZXi","Chennai",87500,"Petrol","Manual","Second",13.8,1399,68,5,6.75271272414571
"712",719,2015,9,"Honda Mobilio V i VTEC","Mumbai",59500,"Petrol","Manual","First",17.3,1497,117.3,7,13.2140518431749
"713",720,2015,9,"Honda Mobilio S i DTEC","Hyderabad",76000,"Diesel","Manual","First",24.2,1498,98.6,7,13.1883441883522
"714",721,2014,10,"Porsche Cayenne Diesel","Bangalore",43000,"Diesel","Automatic","Second",15.15,2967,240,5,55.9518806081708
"715",722,2015,9,"Honda Amaze E i-Vtech","Kochi",41850,"Petrol","Manual","First",18,1198,86.7,5,6.81530121805391
"716",723,2015,9,"Audi A3 35 TDI Premium Plus","Hyderabad",52300,"Diesel","Automatic","First",20.38,1968,143,5,51.9411527368237
"717",724,2013,11,"Mahindra XUV500 W6 2WD","Pune",31924,"Diesel","Manual","First",15.1,2179,140,7,25.7907725934707
"718",725,2014,10,"Hyundai Verna Transform SX VGT CRDi BS III","Coimbatore",77914,"Diesel","Manual","First",16.2,1493,110,5,15.6368843397135
"719",726,2013,11,"Ford Ecosport 1.5 DV5 MT Trend","Pune",70000,"Diesel","Manual","First",22.7,1498,89.84,5,10.9371846034452
"720",727,2010,14,"Maruti Alto LXi","Chennai",94385,"Petrol","Manual","Second",19.7,796,46.3,5,4.74844266582211
"721",728,2012,12,"Renault Pulse RxZ","Jaipur",57000,"Diesel","Manual","Second",23.08,1461,63.12,5,9.1176848858549
"722",729,2016,8,"Hyundai EON 1.0 Kappa Magna Plus","Coimbatore",27039,"Petrol","Manual","First",20.3,998,68.05,5,6.58434782035191
"723",730,2015,9,"Honda Amaze SX i-VTEC","Delhi",11000,"Petrol","Manual","First",18,1198,86.7,5,6.88676153163984
"724",731,2016,8,"Volkswagen Vento 1.5 TDI Highline Plus AT","Jaipur",57669,"Diesel","Automatic","First",21.5,1498,108.5,5,16.64
"725",732,2011,13,"Toyota Fortuner 3.0 Diesel","Pune",124000,"Diesel","Manual","First",11.5,2982,171,7,24.1081638291049
"726",733,2017,7,"Maruti SX4 S Cross DDiS 200 Zeta","Mumbai",29500,"Diesel","Manual","First",23.65,1248,88.5,5,9.47027870848702
"727",734,2000,24,"Maruti 800 DX","Jaipur",75000,"Petrol","Manual","First",16.1,796,37,4,5.20793700224598
"728",735,2015,9,"Maruti Celerio VXI AT","Coimbatore",54186,"Petrol","Automatic","First",23.1,998,67.04,5,7.97054597987779
"729",736,2015,9,"Honda Brio E MT","Mumbai",36990,"Petrol","Manual","First",19.4,1198,86.8,5,7.03040589561846
"730",737,2016,8,"Maruti Swift Dzire Vdi BSIV","Hyderabad",90000,"Diesel","Manual","First",19.3,1248,73.9,5,8.95118484577298
"731",738,2018,6,"Toyota Innova Crysta 2.8 GX AT 8S","Mumbai",23000,"Diesel","Automatic","First",11.36,2755,171.5,8,21
"732",739,2016,8,"Maruti Ertiga VXI Petrol","Delhi",23582,"Petrol","Manual","Second",19.34,1462,103,7,9.54
"733",740,2009,15,"Maruti A-Star Vxi","Jaipur",87000,"Petrol","Manual","Second",19,998,66.1,5,5.4088927662722
"734",741,2019,5,"Fiat Avventura Urban Cross 1.3 Multijet Emotion","Kolkata",1000,"Diesel","Manual","First",20.5,1248,91.72,5,9.26
"735",742,2015,9,"Maruti Swift VDI","Kochi",58634,"Diesel","Manual","First",28.4,1248,74,5,8.83148191382094
"736",743,2013,11,"Nissan Sunny Diesel XV","Kochi",41377,"Diesel","Manual","Second",22.71,1461,84.8,5,10.2740294736199
"737",744,2015,9,"Hyundai EON Magna Plus","Jaipur",43000,"Petrol","Manual","First",21.1,814,55.2,5,4.39451556421661
"738",745,2015,9,"Honda Amaze S i-Vtech","Kochi",77372,"Petrol","Manual","First",18,1198,86.7,5,7.10153835372403
"739",746,2006,18,"Ford Fiesta 1.4 Duratec EXI Limited Edition","Chennai",49000,"Petrol","Manual","Second",16.6,1388,68,5,6.94996775885472
"740",747,2015,9,"Honda City i VTEC CVT VX","Delhi",48000,"Petrol","Automatic","First",18,1497,117.3,5,19.4207911187868
"741",748,2012,12,"Honda Brio S MT","Hyderabad",30000,"Petrol","Manual","First",19.4,1198,86.8,5,7.05416996864471
"742",749,2012,12,"Maruti Wagon R VXI BS IV","Kolkata",47000,"Petrol","Manual","First",18.9,998,67.1,5,5.25165203141121
"743",750,2016,8,"Hyundai Elantra CRDi SX AT","Jaipur",76681,"Diesel","Automatic","First",22.7,1582,126.2,5,28.9880662363509
"744",751,2010,14,"Honda Accord 2.4 Elegance A/T","Mumbai",106565,"Petrol","Automatic","First",10.2,2354,180,5,60.7371885966757
"745",752,2011,13,"Maruti Wagon R VXI AMT","Coimbatore",37492,"Petrol","Automatic","First",22.5,998,67,5,6.33
"746",753,2014,10,"Chevrolet Cruze LTZ","Coimbatore",72843,"Diesel","Manual","Second",17.3,1998,163.7,5,30.8117046356145
"747",754,2013,11,"Hyundai i20 1.2 Era","Kochi",55653,"Petrol","Manual","First",17,1197,80,5,6.92597211927836
"748",755,2013,11,"Tata Nano Cx BSIV","Ahmedabad",35000,"Petrol","Manual","First",25.4,624,37.48,4,5.52236316383877
"749",756,2014,10,"Ford Ecosport 1.5 Ti VCT MT Trend","Delhi",44000,"Petrol","Manual","First",15.8,1499,110,5,12.8249508973315
"750",757,2012,12,"Tata Indica Vista TDI LS","Pune",43200,"Diesel","Manual","First",19.1,1405,70,5,9.4981960138491
"751",758,2005,19,"Skoda Octavia Classic 1.9 TDI MT","Jaipur",117000,"Diesel","Manual","First",18.7,1896,66,5,9.18634084499764
"752",759,2016,8,"Mitsubishi Pajero Sport 4X2 AT","Coimbatore",63961,"Diesel","Automatic","First",13.5,2477,175.56,7,34.1
"753",760,2015,9,"Mini Cooper 3 DOOR D","Mumbai",20000,"Diesel","Automatic","First",20.7,1496,113.98,4,35
"754",761,2016,8,"Hyundai Xcent 1.2 Kappa S Option","Pune",34000,"Petrol","Manual","First",19.1,1197,81.86,5,7.19596693037483
"755",762,2015,9,"Hyundai i20 Magna 1.2","Kolkata",35000,"Petrol","Manual","First",18.6,1197,81.83,5,7.04418198070642
"756",763,2013,11,"Hyundai i20 Sportz 1.2","Mumbai",43000,"Petrol","Manual","First",18.5,1197,82.85,5,6.99669076481798
"757",764,2008,16,"Hyundai i10 Magna","Hyderabad",63193,"Petrol","Manual","First",20.36,1197,78.9,5,7.19436478091705
"758",765,2008,16,"Toyota Innova 2.5 G4 Diesel 8-seater","Bangalore",110000,"Diesel","Manual","First",12.8,2494,102,8,15.1473823560525
"759",766,2011,13,"Maruti SX4 Vxi BSIV","Kochi",44547,"Petrol","Manual","First",16.51,1586,103.2,5,12.0577854455937
"760",767,2011,13,"Honda City 1.5 E MT","Ahmedabad",65000,"Petrol","Manual","First",17,1497,118,5,12.6922108594195
"761",768,2012,12,"Maruti Ritz LXi","Mumbai",79000,"Petrol","Manual","Second",18.5,1197,85.8,5,7.00418656426288
"762",769,2017,7,"Maruti Alto K10 LXI CNG Optional","Delhi",33000,"CNG","Manual","First",32.26,998,58.2,4,4.66
"763",770,2014,10,"Hyundai i20 2015-2017 Sportz AT 1.4","Pune",108000,"Petrol","Automatic","First",15,1396,98.6,5,17.8434042725642
"764",771,2018,6,"Toyota Innova Crysta 2.4 G MT 8S","Kochi",21302,"Diesel","Manual","First",13.68,2393,147.8,8,25.4898459912877
"765",772,2014,10,"Maruti Swift VDI Optional","Pune",82000,"Diesel","Manual","First",25.2,1248,74,5,9.08662858496529
"766",773,2014,10,"Toyota Innova 2.5 GX (Diesel) 8 Seater","Chennai",173000,"Diesel","Manual","Second",12.99,2494,100.6,8,15.5078072104144
"767",774,2013,11,"Mahindra Quanto C2","Jaipur",72000,"Diesel","Manual","First",17.21,1493,100,7,12.212722444506
"768",775,2014,10,"Mahindra XUV500 W8 4WD","Bangalore",50299,"Diesel","Manual","First",15.1,2179,140,7,23.1831618405008
"769",776,2014,10,"Audi A6 2011-2015 2.0 TDI Premium Plus","Kolkata",60000,"Diesel","Automatic","First",17.68,1968,174.33,5,52.6133478566501
"770",777,2011,13,"Toyota Fortuner 3.0 Diesel","Kolkata",112999,"Diesel","Manual","First",11.5,2982,171,7,23.2088936147433
"771",778,2010,14,"Toyota Innova 2.5 G4 Diesel 7-seater","Pune",183000,"Diesel","Manual","First",12.8,2494,102,7,18.5269745642507
"772",779,2016,8,"Jaguar XF 2.2 Litre Luxury","Coimbatore",58840,"Diesel","Automatic","First",16.36,2179,187.7,5,50.4814389736949
"773",780,2014,10,"Hyundai Verna 1.6 EX VTVT","Kolkata",58000,"Petrol","Manual","First",17.01,1591,121.3,5,11.518893436044
"774",781,2011,13,"Hyundai i20 1.4 CRDi Magna","Jaipur",78000,"Diesel","Manual","First",21.9,1396,90,5,10.8364059957001
"775",782,2018,6,"Skoda Octavia 2.0 TDI MT Style","Ahmedabad",34000,"Diesel","Manual","First",21,1968,141,5,23.29
"776",783,2012,12,"Hyundai i10 Sportz 1.2","Hyderabad",54982,"Petrol","Manual","First",20.36,1197,78.9,5,7.15751687956554
"777",784,2008,16,"Maruti Alto LXi","Jaipur",65000,"Petrol","Manual","Second",19.7,796,46.3,5,5.04775362828823
"778",785,2018,6,"Renault KWID RXL","Kochi",16292,"Petrol","Manual","First",25.17,799,53.3,5,3.95
"779",786,2015,9,"Hyundai Grand i10 Sportz","Mumbai",11206,"Petrol","Manual","First",18.9,1197,82,5,7.05259278069654
"780",787,2015,9,"Hyundai Grand i10 AT Asta","Pune",32100,"Petrol","Automatic","First",18.9,1197,82,5,8.75557771336711
"781",788,2018,6,"Maruti Wagon R LXI","Delhi",22296,"Petrol","Manual","Second",22.5,998,67.04,5,4.59
"782",789,2015,9,"Hyundai i20 Magna 1.4 CRDi","Kolkata",36113,"Diesel","Manual","First",22.54,1396,88.73,5,10.6751201372291
"783",790,2011,13,"Volvo S80 D5","Delhi",87000,"Diesel","Automatic","Second",13.1,2400,215,5,61.0261845679809
"784",791,2018,6,"Renault Duster 85PS Diesel RxZ","Jaipur",1001,"Diesel","Manual","First",19.87,1461,83.8,5,13.08
"785",792,2015,9,"Honda City i VTEC CVT VX","Hyderabad",39822,"Petrol","Automatic","First",18,1497,117.3,5,17.2076564088239
"786",793,2008,16,"Maruti Swift VXI BSIII","Hyderabad",81814,"Petrol","Manual","First",16.1,1298,88.2,5,7.07511929158184
"787",794,2016,8,"Hyundai Creta 1.6 SX Plus Diesel","Chennai",62000,"Diesel","Manual","First",19.67,1582,126.2,5,15.0547079046476
"788",795,2017,7,"Maruti Swift Dzire VDI","Pune",71000,"Diesel","Manual","Second",26.59,1248,74,5,8.89593283693224
"789",796,2019,5,"Honda Jazz 1.2 V CVT i VTEC","Coimbatore",10452,"Petrol","Automatic","First",19,1199,88.7,5,8.80280986163122
"790",797,2018,6,"Tata Tiago 1.2 Revotron XT Option","Kolkata",1520,"Petrol","Manual","First",23.84,1199,84,5,5.71
"791",798,2013,11,"Honda Brio S MT","Chennai",35315,"Petrol","Manual","Second",19.4,1198,86.8,5,7.00444358764364
"792",799,2014,10,"Maruti Swift VDI BSIV","Hyderabad",91722,"Diesel","Manual","First",25.2,1248,74,5,9.1630523365182
"793",800,2011,13,"Hyundai i20 1.2 Sportz Option","Pune",35976,"Petrol","Manual","First",17,1197,80,5,6.82083541437693
"794",801,2016,8,"Renault KWID RXL","Delhi",22000,"Petrol","Manual","First",25.17,799,53.3,5,4.02
"795",802,2011,13,"Audi A6 35 TDI Matrix","Hyderabad",71000,"Diesel","Automatic","First",18.53,1968,187.74,5,67.1
"796",803,2014,10,"Hyundai Grand i10 Asta Option","Pune",25000,"Petrol","Manual","First",18.9,1197,82,5,7.15030801675573
